Tasks,Machines,Johnsoon time,Johnson cmax,neh time,neh cmax,neh1 time,neh1 cmax,neh2 time,neh2 cmax,neh3 time,neh3 cmax,neh4 time,neh4 cmax
50,5,0.0002582090004580095,449.4,0.08438542419971781,434.2,0.17111802879880997,433.4,0.1743769164000696,433.4,0.17483131359986145,433.8,0.25267402140016204,433.2
50,10,0.0003625266006565653,561.0,0.14820063959996332,515.6,0.3039517661993159,516.4,0.30338536399940497,516.8,0.30323241160076575,513.4,0.4430588709998119,516.4
50,15,0.0004414536007971037,634.8,0.2145608351995179,574.2,0.4378945354001189,574.4,0.43188893340047796,575.8,0.42898929600050906,575.8,0.6340275506001489,571.8
50,20,0.0005154633981874213,704.0,0.28110605740002936,633.4,0.5716571399985696,632.0,0.5746280663996004,631.2,0.5811086417998013,632.4,0.8325094488005561,626.0
50,30,0.0006832797997049056,833.8,0.41710214060003636,747.8,0.8577461114000471,751.0,0.8265539959997114,756.8,0.8494866366010683,755.4,1.2105272439999681,750.6
50,40,0.000831116401241161,957.8,0.5392414327994629,874.4,1.1087267007998889,871.0,1.1099398749996907,871.6,1.1023381205995975,870.0,1.6078738775999226,864.8
50,50,0.0009777469997061417,1082.6,0.6730240813994897,971.0,1.3793095396002173,970.0,1.3859298287992714,966.6,1.3780631630004792,968.6,1.9969872167996072,967.0
